"","placement","civ","player","score"
"9840",3,"AZTECS","Bot",41
"9841",4,"GREECE","Bot",3
"9842",1,"CHINA","popo5133",110
"9843",2,"FRANCE","vasco_agn",107
"9844",3,"AZTECS","Bot",17
"9845",4,"RUSSIA","Unknown Player",10
"9846",1,"FRANCE","vasco_agn",103
"9847",2,"CHINA","popo5133",60
"9848",3,"ARABIA","Bot",47
"9849",4,"ENGLAND","Bot",44
"9850",5,"AZTECS","Bot",29
"9851",6,"EGYPT","Bot",22
"9852",1,"CHINA","baliot",105
"9853",2,"GREECE","Bot",72
"9854",3,"FRANCE","Unknown Player",66
"9855",4,"ARABIA","Bot",40
"9856",5,"ENGLAND","nevedoma_hernia",34
"9857",1,"AZTECS","Unknown Player",107
"9858",2,"EGYPT","nevedoma_hernia",78
"9859",3,"ARABIA","baliot",53
"9860",4,"ENGLAND","Unknown Player",49
"9861",5,"FRANCE","Unknown Player",0
"9862",1,"PERSIA","kangareubender",103
"9863",2,"EGYPT","Unknown Player",55
"9864",3,"ENGLAND","Unknown Player",51
"9865",4,"CHINA","Unknown Player",43
"9866",5,"RUSSIA","ehlysium",42
"9867",6,"ARABIA","Bot",40
"9868",7,"AZTECS","Bot",3
"9869",1,"RUSSIA","Hamster",124
"9870",2,"PERSIA","Bot",75
"9871",3,"EGYPT","Unknown Player",17
"9872",4,"CHINA","jenkemballoon",8
"9873",1,"EGYPT","geoffshufflebotham",103
"9874",2,"FRANCE","cube_farmer",44
"9875",1,"EGYPT","Unknown Player",108
"9876",2,"AZTECS","shaevor",90
"9877",3,"ENGLAND","sireasygamer",50
"9878",4,"PERSIA","Bot",50
"9879",5,"RUSSIA","Unknown Player",50
"9880",6,"CHINA","Unknown Player",28
"9881",1,"CHINA","Unknown Player",112
"9882",2,"ROME","sushi0683",89
"9883",3,"FRANCE","Unknown Player",63
"9884",4,"ENGLAND","michael8539",34
"9885",1,"ENGLAND","Unknown Player",107
"9886",2,"ROME","Unknown Player",77
"9887",3,"CHINA","Unknown Player",74
"9888",4,"EGYPT","sireasygamer",68
"9889",5,"FRANCE","Bot",23
"9890",6,"GREECE","michael8539",0
"9891",1,"AZTECS","sudosage",104
"9892",2,"PERSIA","Bot",66
"9893",3,"CHINA","blooddeity",52
"9894",4,"RUSSIA","Bot",36
"9895",5,"ROME","parkle4047",31
"9896",6,"ARABIA","Bot",29
"9897",1,"CHINA","wiezeonf1r3",100
"9898",2,"RUSSIA","olfs",92
"9899",1,"AZTECS","sudosage",100
"9900",2,"CHINA","parkle4047",42
"9901",3,"PERSIA","blooddeity",29
"9902",1,"ROME","Unknown Player",116
"9903",2,"EGYPT","Bot",59
"9904",3,"ENGLAND","michael8539",56
"9905",4,"FRANCE","brunogaia_lac",45
"9906",5,"PERSIA","petjazz",40
"9907",1,"ARABIA","Vexinoald",101
"9908",2,"EGYPT","Bot",44
"9909",3,"ROME","westnick",28
"9910",4,"FRANCE","Bot",2
"9911",1,"EGYPT","Unknown Player",100
"9912",2,"ENGLAND","sireasygamer",78
"9913",3,"RUSSIA","Unknown Player",65
"9914",4,"CHINA","_fod",28
"9915",5,"FRANCE","brunogaia_lac",2
"9916",1,"ARABIA","Vexinoald",125
"9917",2,"ROME","westnick",72
"9918",3,"AZTECS","_fod",4
"9919",4,"FRANCE","brunogaia_lac",0
"9920",1,"CHINA","immortalgreed",107
"9921",2,"GREECE","Nyx",66
"9922",3,"EGYPT","bigcat7182",62
"9923",4,"AZTECS","Bot",7
"9924",1,"EGYPT","Unknown Player",111
"9925",2,"RUSSIA","tenshi0001",66
"9926",3,"ENGLAND","tiekey",17
"9927",4,"ROME","dommjuan",4
"9928",1,"RUSSIA","dommjuan",107
"9929",2,"EGYPT","Bot",63
"9930",3,"FRANCE","brunogaia_lac",54
"9931",4,"GREECE","Bot",14
"9932",1,"CHINA","finnfan",102
"9933",2,"GREECE","just_an_ordinary_bee",82
"9934",3,"FRANCE","Bot",43
"9935",4,"RUSSIA","Bot",19
"9936",5,"ROME","Bot",4
"9937",1,"RUSSIA","finnfan",102
"9938",2,"GREECE","just_an_ordinary_bee",65
"9939",1,"RUSSIA","Unknown Player",123
"9940",2,"FRANCE","brunogaia_lac",79
"9941",3,"ARABIA","romanne_",18
"9942",4,"PERSIA","Bot",2
"9943",1,"FRANCE","Unknown Player",116
"9944",2,"ENGLAND","Unknown Player",71
"9945",3,"AZTECS","Moppedhupe|UTC+2",57
"9946",4,"RUSSIA","brunogaia_lac",15
"9947",1,"CHINA","exasperatedcultist",109
"9948",2,"FRANCE","slovakia4106",58
"9949",3,"ENGLAND","Unknown Player",24
"9950",4,"RUSSIA","Unknown Player",0
"9951",1,"RUSSIA","tenshi0001",109
"9952",2,"EGYPT","Unknown Player",54
"9953",3,"CHINA","Bot",45
"9954",4,"ARABIA",".fghj",1
"9955",1,"ARABIA","Moppedhupe|UTC+2",101
"9956",2,"CHINA","Unknown Player",78
"9957",3,"EGYPT","hatter274",75
"9958",4,"ROME","Bot",5
"9959",5,"PERSIA","Bot",2
"9960",1,"RUSSIA","tenshi0001",106
"9961",2,"ARABIA",".fghj",78
"9962",3,"ENGLAND","Unknown Player",69
"9963",4,"CHINA","Unknown Player",2
"9964",1,"PERSIA","vasco_agn",109
"9965",2,"ENGLAND","michael8539",55
"9966",3,"FRANCE","Bot",44
"9967",4,"AZTECS","Bot",11
"9968",1,"RUSSIA","tenshi0001",107
"9969",2,"FRANCE","Unknown Player",59
"9970",3,"AZTECS","Bot",14
"9971",4,"ARABIA",".fghj",4
"9972",5,"GREECE","Unknown Player",1
"9973",1,"EGYPT","holypoomonger",120
"9974",2,"CHINA","Bot",52
"9975",3,"ARABIA","Bot",43
"9976",4,"GREECE","Bot",42
"9977",5,"RUSSIA","kejkejrdm",26
"9978",1,"PERSIA","vasco_agn",115
"9979",2,"CHINA","bizmarx",49
"9980",3,"EGYPT","mcitalo",35
"9981",4,"ARABIA","Unknown Player",4
"9982",1,"CHINA","Unknown Player",102
"9983",2,"ARABIA","hidant26",85
"9984",3,"GREECE","Unknown Player",72
"9985",4,"AZTECS","Unknown Player",22
"9986",5,"EGYPT","Hamster",4
"9987",1,"GREECE","orkheads",102
"9988",2,"CHINA","Bot",86
"9989",3,"FRANCE","atena_aegis",73
"9990",1,"CHINA","mcitalo",113
"9991",2,"AZTECS","Bot",75
"9992",3,"FRANCE","Bot",65
"9993",4,"EGYPT","Unknown Player",56
"9994",5,"PERSIA","bizmarx",48
"9995",1,"GREECE","Hamster",121
"9996",2,"FRANCE","orkheads",64
"9997",3,"ENGLAND","Bot",35
"9998",4,"ARABIA","Bot",26
"9999",1,"ENGLAND","michael8539",105
"10000",2,"ARABIA","Unknown Player",88
"10001",3,"RUSSIA","Hamster",48
"10002",4,"CHINA","lifer7009",3
"10003",1,"RUSSIA","Unknown Player",101
"10004",2,"ENGLAND","michael8539",93
"10005",3,"EGYPT","lifer7009",51
"10006",4,"CHINA","Unknown Player",39
"10007",1,"GREECE","Unknown Player",133
"10008",2,"RUSSIA","Unknown Player",42
"10009",3,"FRANCE","Bot",33
"10010",4,"ROME","Hamster",22
"10011",5,"AZTECS","lifer7009",3
"10012",6,"CHINA","Unknown Player",1
"10013",1,"ARABIA","Bot",87
"10014",2,"ROME","Bot",61
"10015",3,"ENGLAND","Bot",60
"10016",4,"CHINA","grinsebacke20",53
"10017",5,"FRANCE","Bot",48
"10018",6,"PERSIA","sanist2602",7
"10019",7,"GREECE","Bot",2
"10020",1,"CHINA","_grecko",108
"10021",2,"ROME","typeone55",97
"10022",3,"AZTECS","_jrad",53
"10023",4,"RUSSIA","newbieshwa",21
"10024",1,"AZTECS","Vexinoald",120
"10025",2,"ARABIA","sireasygamer",108
"10026",3,"CHINA","Bot",34
"10027",4,"FRANCE","Bot",24
"10028",5,"ENGLAND","Hamster",16
"10029",1,"CHINA","Vexinoald",112
"10030",2,"EGYPT","Unknown Player",108
"10031",3,"AZTECS","Bot",60
"10032",4,"PERSIA","Hamster",36
"10033",5,"ARABIA","Bot",19
"10034",1,"ENGLAND","typeone55",104
"10035",2,"PERSIA","newbieshwa",79
"10036",3,"ARABIA","_jrad",78
"10037",4,"GREECE","_grecko",54
"10038",1,"GREECE","kejkejrdm",103
"10039",2,"ARABIA","Unknown Player",84
"10040",3,"ROME","sireasygamer",25
"10041",4,"ENGLAND","Unknown Player",2
"10042",1,"ARABIA","kangareubender",123
"10043",2,"ROME","sushi0683",53
"10044",3,"PERSIA","Unknown Player",1
"10045",1,"ARABIA","Unknown Player",103
"10046",2,"ENGLAND","sireasygamer",60
"10047",3,"ROME","Bot",38
"10048",4,"CHINA","kejkejrdm",31
"10049",5,"RUSSIA","Unknown Player",26
"10050",1,"GREECE","Bot",89
"10051",2,"RUSSIA","mrowl123",68
"10052",3,"PERSIA","Bot",60
"10053",4,"FRANCE","Bot",58
"10054",5,"CHINA","powermitten",50
"10055",1,"PERSIA","battery00",128
"10056",2,"ENGLAND","wheelybigche",103
"10057",3,"RUSSIA","Bot",65
"10058",4,"ROME","Bot",60
"10059",5,"EGYPT","Bot",51
"10060",6,"CHINA","Bot",5
"10061",1,"EGYPT","Unknown Player",116
"10062",2,"ENGLAND","sireasygamer",74
"10063",3,"AZTECS","Hamster",60
"10064",4,"PERSIA","Bot",2
"10065",1,"CHINA","Unknown Player",119
"10066",2,"ROME","sushi0683",63
"10067",3,"ENGLAND","Unknown Player",60
"10068",4,"FRANCE","kangareubender",22
"10069",1,"ENGLAND","sireasygamer",102
"10070",2,"ROME","Bot",64
"10071",3,"FRANCE","Unknown Player",53
"10072",4,"CHINA","Hamster",43
"10073",5,"RUSSIA","Unknown Player",8
"10074",1,"ROME","omegaviy",108
"10075",2,"PERSIA","ex_cali",73
"10076",3,"CHINA","moonboy13",71
"10077",4,"ENGLAND","cody7642",31
"10078",1,"PERSIA","sireasygamer",105
"10079",2,"ENGLAND","Hamster",98
"10080",3,"ROME","Bot",1
"10081",4,"EGYPT","dogmoney",0
"10082",1,"RUSSIA","battery00",106
"10083",2,"CHINA","wheelybigche",84
"10084",3,"ARABIA","Bot",60
"10085",4,"PERSIA","Bot",6
"10086",1,"ROME","namabili",104
"10087",2,"EGYPT","gavdog",64
"10088",3,"ENGLAND","Bot",21
"10089",1,"ROME","timmah00",109
"10090",2,"ENGLAND","alazilla",83
"10091",3,"CHINA","Bot",1
"10092",1,"ENGLAND","sireasygamer",101
"10093",2,"ROME","sushi0683",80
"10094",3,"ARABIA","Bot",35
"10095",1,"CHINA","jmangedespatatesnonstop",115
"10096",2,"ROME","sushi0683",64
"10097",3,"RUSSIA","westnick",36
"10098",4,"FRANCE","runfatboyrun",26
"10099",1,"ENGLAND","sireasygamer",107
"10100",2,"ROME","sushi0683",63
"10101",3,"EGYPT","Bot",42
"10102",4,"RUSSIA","westnick",41
"10103",5,"ARABIA","Bot",34
"10104",1,"EGYPT","Moppedhupe|UTC+2",110
"10105",2,"GREECE","braze77",75
"10106",3,"ENGLAND","Unknown Player",68
"10107",4,"FRANCE","Bot",4
"10108",1,"GREECE","Unknown Player",105
"10109",2,"RUSSIA","naeayedea",65
"10110",3,"ENGLAND","robyn",41
"10111",1,"EGYPT","hidant26",106
"10112",2,"CHINA","Bot",80
"10113",3,"PERSIA","_fod",79
"10114",4,"FRANCE","brunogaia_lac",51
"10115",5,"GREECE","westnick",46
"10116",6,"ENGLAND","romanne_",0
"10117",1,"RUSSIA","Moppedhupe|UTC+2",122
"10118",2,"ENGLAND","sireasygamer",82
"10119",3,"GREECE","Unknown Player",13
"10120",4,"ARABIA","Bot",2
"10121",1,"CHINA","nevedoma_hernia",110
"10122",2,"ENGLAND","michael8539",104
"10123",3,"RUSSIA","Unknown Player",102
"10124",4,"ARABIA","dagmarthedwarf",64
"10125",5,"AZTECS","baliot",42
"10126",6,"PERSIA","Bot",12
"10127",1,"ARABIA","Unknown Player",104
"10128",2,"ENGLAND","westnick",89
"10129",3,"ROME","Bot",62
"10130",4,"GREECE","weekendfox",46
"10131",5,"FRANCE","slovakia4106",45
"10132",6,"CHINA","_fod",19
"10133",1,"ENGLAND","sireasygamer",110
"10134",2,"ARABIA","Unknown Player",78
"10135",3,"FRANCE","brunogaia_lac",46
"10136",4,"ROME","Bot",20
"10137",1,"FRANCE","nevedoma_hernia",108
"10138",2,"EGYPT","baliot",102
"10139",3,"CHINA","Bot",44
"10140",4,"RUSSIA","Unknown Player",31
"10141",1,"CHINA","mcitalo",107
"10142",2,"EGYPT","bizmarx",95
"10143",3,"ENGLAND","Unknown Player",94
"10144",4,"RUSSIA","Unknown Player",52
"10145",5,"FRANCE","Unknown Player",0
"10146",1,"ENGLAND","domdom233",140
"10147",2,"GREECE","Moppedhupe|UTC+2",96
"10148",3,"CHINA","Unknown Player",72
"10149",4,"RUSSIA","Unknown Player",38
"10150",5,"FRANCE","Bot",15
"10151",1,"ENGLAND","sireasygamer",125
"10152",2,"ROME","Bot",60
"10153",3,"RUSSIA","Unknown Player",54
"10154",4,"EGYPT","Bot",52
"10155",5,"GREECE","Bot",42
"10156",6,"FRANCE","66personne666",34
"10157",1,"ENGLAND","domdom233",123
"10158",2,"CHINA","Unknown Player",104
"10159",3,"ROME","westnick",75
"10160",4,"GREECE","Bot",3
"10161",5,"RUSSIA","Bot",3
"10162",1,"ARABIA",".fghj",112
"10163",2,"ENGLAND","domdom233",71
"10164",3,"CHINA","Unknown Player",41
"10165",4,"FRANCE","Moppedhupe|UTC+2",1
"10166",1,"ARABIA","canonmeat",115
"10167",2,"ENGLAND","sireasygamer",73
"10168",3,"ROME","westnick",48
"10169",4,"CHINA","Unknown Player",44
"10170",1,"RUSSIA","Unknown Player",103
"10171",2,"FRANCE","Unknown Player",60
"10172",3,"ENGLAND","domdom233",7
"10173",4,"ARABIA",".fghj",1
"10174",1,"RUSSIA","tenshi0001",100
"10175",2,"ARABIA",".fghj",91
"10176",3,"CHINA","Unknown Player",61
"10177",4,"GREECE","Unknown Player",52
"10178",5,"ENGLAND","domdom233",28
"10179",6,"PERSIA","Bot",1
"10180",1,"ENGLAND",".fghj",109
"10181",2,"FRANCE","Unknown Player",76
"10182",3,"RUSSIA","Unknown Player",71
"10183",4,"CHINA","Unknown Player",27
"10184",5,"ARABIA","tenshi0001",25
"10185",6,"GREECE","domdom233",14
"10186",1,"FRANCE","tenshi0001",108
"10187",2,"ROME","puszekse",44
"10188",3,"PERSIA","Unknown Player",30
"10189",4,"RUSSIA","Unknown Player",22
"10190",1,"ENGLAND","sireasygamer",111
"10191",2,"ROME","silvertabby",93
"10192",3,"CHINA","Bot",35
"10193",4,"EGYPT","Bot",27
"10194",5,"RUSSIA","Unknown Player",12
"10195",1,"GREECE","silvertabby",129
"10196",2,"ENGLAND","sireasygamer",62
"10197",3,"AZTECS","Unknown Player",49
"10198",4,"FRANCE","Bot",5
"10199",5,"ROME","Bot",4
"10200",1,"ROME","Sushi",131
"10201",2,"FRANCE","runfatboyrun",92
"10202",3,"RUSSIA","Bot",46
"10203",4,"GREECE","Bot",45
"10204",5,"CHINA","Bot",11
"10205",1,"CHINA","kejkejrdm",112
"10206",2,"ENGLAND","sireasygamer",94
"10207",3,"ROME","Sushi",52
"10208",4,"AZTECS","Bot",36
"10209",5,"RUSSIA","Hamster",23
"10210",1,"ARABIA","Unknown Player",119
"10211",2,"EGYPT","Unknown Player",82
"10212",3,"ENGLAND","sireasygamer",47
"10213",4,"ROME","Sushi",40
"10214",5,"RUSSIA","Unknown Player",35
"10215",6,"GREECE","kejkejrdm",7
"10216",1,"RUSSIA","kejkejrdm",103
"10217",2,"ENGLAND","sireasygamer",48
"10218",3,"ROME","Sushi",45
"10219",4,"GREECE","Bot",27
"10220",1,"GREECE","Unknown Player",104
"10221",2,"ROME","chrish7297",56
"10222",3,"EGYPT","Bot",43
"10223",4,"ARABIA","Bot",24
"10224",5,"AZTECS","techquqndo",21
"10225",1,"ENGLAND","sireasygamer",107
"10226",2,"ROME","Sushi",96
"10227",3,"EGYPT","Bot",66
"10228",4,"FRANCE","Bot",37
"10229",5,"GREECE","Bot",3
"10230",1,"ENGLAND","sireasygamer",118
"10231",2,"ARABIA","Sushi",58
"10232",3,"FRANCE","Unknown Player",29
"10233",4,"ROME","kejkejrdm",13
"10234",1,"AZTECS","silvertabby",105
"10235",2,"EGYPT","farwestduke",37
"10236",3,"ROME","kelumhi",27
"10237",4,"FRANCE","Bot",1
"10238",1,"ROME","kelumhi",122
"10239",2,"EGYPT","farwestduke",88
"10240",3,"GREECE","Bot",33
"10241",4,"FRANCE","Bot",9
"10242",1,"EGYPT","Unknown Player",111
"10243",2,"ENGLAND","sireasygamer",66
"10244",3,"RUSSIA","Unknown Player",57
"10245",4,"ROME","Sushi",49
"10246",1,"EGYPT","Unknown Player",110
"10247",2,"ENGLAND","sireasygamer",101
"10248",3,"ROME","Sushi",50
"10249",4,"ARABIA","Unknown Player",39
"10250",5,"RUSSIA","Bot",36
"10251",6,"GREECE","jmangedespatatesnonstop",16
"10252",1,"ENGLAND","sireasygamer",118
"10253",2,"ROME","Sushi",79
"10254",3,"ARABIA","jmangedespatatesnonstop",64
"10255",4,"CHINA","Unknown Player",59
"10256",5,"EGYPT","Unknown Player",13
"10257",1,"GREECE","Unknown Player",107
"10258",2,"ROME","Sushi",49
"10259",3,"CHINA","jmangedespatatesnonstop",47
"10260",4,"ENGLAND","sireasygamer",9
"10261",1,"PERSIA","silvertabby",140
"10262",2,"FRANCE","runfatboyrun",67
"10263",3,"RUSSIA","Bot",56
"10264",4,"ARABIA","Bot",54
"10265",5,"ENGLAND","Bot",28
"10266",1,"ENGLAND","sireasygamer",102
"10267",2,"ROME","Sushi",95
"10268",3,"EGYPT","Unknown Player",61
"10269",4,"RUSSIA","Bot",31
"10270",5,"ARABIA","Bot",29
"10271",1,"GREECE","Unknown Player",103
"10272",2,"ROME","Sushi",101
"10273",3,"ENGLAND","sireasygamer",95
"10274",4,"CHINA","darth.morgoth",2
"10275",1,"ENGLAND","sireasygamer",117
"10276",2,"CHINA","Unknown Player",78
"10277",3,"AZTECS","Bot",43
"10278",4,"EGYPT","Bot",9
"10279",5,"FRANCE","spqrlatinguy",7
"10280",1,"RUSSIA","darth.morgoth",109
"10281",2,"ROME","Sushi",49
"10282",3,"ENGLAND","Unknown Player",46
"10283",4,"CHINA","Unknown Player",36
"10284",1,"ENGLAND","sireasygamer",109
"10285",2,"EGYPT","shaevor",88
"10286",3,"RUSSIA","Unknown Player",65
"10287",4,"AZTECS","Unknown Player",51
"10288",5,"GREECE","Bot",47
"10289",6,"CHINA","Unknown Player",46
"10290",1,"FRANCE","spqrlatinguy",100
"10291",2,"PERSIA","runfatboyrun",90
"10292",3,"CHINA","Bot",84
"10293",4,"ROME","Bot",9
"10294",1,"FRANCE","Unknown Player",104
"10295",2,"PERSIA","Bot",101
"10296",3,"ENGLAND","sireasygamer",54
"10297",4,"AZTECS","braze77",46
"10298",5,"ROME","Sushi",33
"10299",6,"CHINA","Unknown Player",11
"10300",1,"ROME","a_eljero",103
"10301",2,"RUSSIA","donsebastibum",83
"10302",1,"ARABIA","staticnoob",100
"10303",2,"CHINA","erfeo",81
"10304",3,"GREECE","gus314",53
"10305",4,"ROME","cooper_42",48
"10306",5,"FRANCE","bunga1010",44
"10307",6,"AZTECS","owlcog",44
"10308",7,"ENGLAND","darthbrento",23
"10309",8,"PERSIA","xenuchrist",2
"10310",1,"GREECE","michael8539",104
"10311",2,"RUSSIA","Unknown Player",74
"10312",3,"AZTECS","Bot",57
"10313",4,"ROME","Sushi",46
"10314",5,"ENGLAND","Unknown Player",25
"10315",1,"GREECE","darthbrento",109
"10316",2,"AZTECS","cooper_42",105
"10317",3,"ENGLAND","owlcog",94
"10318",4,"EGYPT","staticnoob",92
"10319",5,"FRANCE","erfeo",72
"10320",6,"ROME","gus314",49
"10321",7,"PERSIA","bunga1010",44
"10322",8,"ARABIA","xenuchrist",43
"10323",1,"FRANCE","unluckyopponent",110
"10324",2,"ENGLAND","michael8539",44
"10325",3,"EGYPT","lordsson",30
"10326",4,"GREECE","Unknown Player",28
"10327",1,"ROME","Sushi",116
"10328",2,"ENGLAND","Unknown Player",83
"10329",3,"CHINA","Unknown Player",77
"10330",4,"EGYPT","hidant26",39
"10331",5,"RUSSIA","nevedoma_hernia",31
"10332",6,"GREECE","Bot",9
"10333",1,"RUSSIA","tenshi0001",107
"10334",2,"CHINA","Unknown Player",80
"10335",3,"ROME","Bot",44
"10336",4,"ARABIA",".fghj",42
"10337",5,"PERSIA","hidant26",29
"10338",6,"AZTECS","Bot",11
"10339",7,"GREECE","cthugha_winks",0
"10340",1,"CHINA","mcitalo",121
"10341",2,"EGYPT","bizmarx",120
"10342",3,"FRANCE","brunogaia_lac",4
"10343",1,"CHINA","owlcog",114
"10344",2,"GREECE","cooper_42",63
"10345",3,"ARABIA","erfeo",61
"10346",4,"EGYPT","staticnoob",52
"10347",5,"PERSIA","xenuchrist",37
"10348",6,"ENGLAND","gus314",25
"10349",7,"ROME","bunga1010",21
"10350",8,"FRANCE","darthbrento",4
"10351",1,"FRANCE","Unknown Player",113
"10352",2,"RUSSIA","tenshi0001",83
"10353",3,"ARABIA",".fghj",54
"10354",4,"EGYPT","Unknown Player",30
"10355",5,"ROME","Sushi",4
"10356",6,"CHINA","Unknown Player",1
"10357",7,"GREECE","cthugha_winks",1
"10358",1,"RUSSIA","rschoogland",132
"10359",2,"CHINA","spoonx2",83
"10360",3,"AZTECS","Bot",41
"10361",4,"FRANCE","Bot",19
"10362",5,"EGYPT","Bot",1
"10363",1,"EGYPT","bizmarx",112
"10364",2,"PERSIA","Unknown Player",82
"10365",3,"FRANCE","brunogaia_lac",75
"10366",4,"CHINA","mcitalo",73
"10367",1,"RUSSIA","Unknown Player",100
"10368",2,"CHINA","Unknown Player",54
"10369",3,"PERSIA","tenshi0001",47
"10370",4,"EGYPT","Unknown Player",44
"10371",5,"ARABIA",".fghj",33
"10372",6,"GREECE","cthugha_winks",32
"10373",1,"ROME","Sushi",103
"10374",2,"ENGLAND","Bot",71
"10375",3,"GREECE","Bot",54
"10376",4,"FRANCE","Unknown Player",22
"10377",5,"AZTECS","exasperatedcultist",21
"10378",1,"RUSSIA","tenshi0001",103
"10379",2,"ARABIA","cthugha_winks",79
"10380",3,"CHINA","Unknown Player",61
"10381",4,"GREECE","Unknown Player",48
"10382",5,"ENGLAND",".fghj",27
"10383",6,"PERSIA","Bot",21
"10384",1,"AZTECS","Bot",108
"10385",2,"ROME","Sushi",107
"10386",3,"EGYPT","weekendfox",26
"10387",4,"FRANCE","Unknown Player",5
"10388",1,"EGYPT","unluckyopponent",101
"10389",2,"ARABIA",".fghj",84
"10390",3,"ENGLAND","tenshi0001",54
"10391",4,"RUSSIA","cthugha_winks",53
"10392",5,"GREECE","Unknown Player",16
"10393",6,"FRANCE","Unknown Player",0
"10394",1,"GREECE","Moppedhupe|UTC+2",100
"10395",2,"RUSSIA","_therobin",59
"10396",3,"ARABIA","unluckyopponent",58
"10397",4,"FRANCE","Bot",53
"10398",5,"EGYPT","Bot",44
"10399",1,"GREECE","Unknown Player",126
"10400",2,"RUSSIA","Moppedhupe|UTC+2",102
"10401",3,"ROME","Unknown Player",68
"10402",4,"EGYPT","mcitalo",27
"10403",5,"PERSIA","vegg9240",17
"10404",6,"CHINA","Unknown Player",5
"10405",1,"CHINA","Moppedhupe|UTC+2",105
"10406",2,"GREECE","Unknown Player",73
"10407",3,"PERSIA","Unknown Player",54
"10408",4,"FRANCE","brunogaia_lac",29
"10409",5,"ENGLAND","Bot",3
"10410",1,"AZTECS","Unknown Player",136
"10411",2,"EGYPT","Unknown Player",55
"10412",3,"RUSSIA","Bot",53
"10413",4,"ENGLAND","theon_baratheon",40
"10414",5,"FRANCE","brunogaia_lac",21
"10415",6,"GREECE","Unknown Player",1
"10416",1,"PERSIA","Bot",93
"10417",2,"RUSSIA","Bot",68
"10418",3,"FRANCE","miha4558",48
"10419",4,"GREECE","topchik4006",43
"10420",5,"EGYPT","Bot",14
"10421",6,"CHINA","Bot",1
"10422",1,"CHINA","keito1042",102
"10423",2,"FRANCE","goburin_",91
"10424",3,"RUSSIA","noir1325",60
"10425",1,"RUSSIA","noir1325",101
"10426",2,"AZTECS","raou11.",95
"10427",3,"CHINA","keito1042",70
"10428",4,"FRANCE","goburin_",2
"10429",1,"AZTECS","orkheads",101
"10430",2,"FRANCE","atena_aegis",89
"10431",3,"ENGLAND","Bot",25
"10432",4,"CHINA","Bot",5
"10433",1,"RUSSIA","rschoogland",102
"10434",2,"GREECE","Hamster",75
"10435",3,"AZTECS","Unknown Player",48
"10436",4,"PERSIA","thacoola",44
"10437",1,"PERSIA","Hamster",106
"10438",2,"ARABIA","Bot",38
"10439",3,"CHINA","orkheads",28
"10440",1,"FRANCE","lanshir",116
"10441",2,"RUSSIA","michael8539",103
"10442",3,"ROME","Bot",53
"10443",4,"AZTECS","Bot",26
"10444",1,"RUSSIA","Unknown Player",107
"10445",2,"PERSIA","Unknown Player",80
"10446",3,"CHINA","rekaizu",41
"10447",4,"ROME","popo5133",2
"10448",1,"PERSIA","lanshir",101
"10449",2,"RUSSIA","michael8539",69
"10450",3,"GREECE","Bot",46
"10451",4,"ARABIA","Bot",31
"10452",1,"RUSSIA","tenshi0001",105
"10453",2,"ARABIA",".fghj",44
"10454",3,"EGYPT","Bot",28
"10455",4,"ENGLAND","Bot",12
"10456",5,"ROME","Unknown Player",2
"10457",1,"EGYPT","Unknown Player",104
"10458",2,"CHINA","popo5133",49
"10459",3,"RUSSIA","rekaizu",2
"10460",1,"ARABIA",".fghj",104
"10461",2,"RUSSIA","tenshi0001",97
"10462",3,"CHINA","Unknown Player",3
"10463",4,"GREECE","Unknown Player",1
"10464",1,"CHINA","drunkencasual",100
"10465",2,"PERSIA","gkarb",78
"10466",3,"FRANCE","Bot",48
"10467",4,"AZTECS","Bot",8
"10468",1,"ROME","exasperatedcultist",99
"10469",2,"RUSSIA","rekaizu",84
"10470",3,"FRANCE","Bot",27
"10471",1,"AZTECS","drunkencasual",122
"10472",2,"PERSIA","gkarb",74
"10473",3,"RUSSIA","Bot",3
"10474",1,"RUSSIA","tenshi0001",107
"10475",2,"ARABIA",".fghj",58
"10476",3,"PERSIA","Unknown Player",38
"10477",4,"CHINA","Unknown Player",3
"10478",1,"RUSSIA","tenshi0001",100
"10479",2,"CHINA","Bot",58
"10480",3,"PERSIA","Bot",51
"10481",4,"FRANCE","kangareubender",3
"10482",1,"RUSSIA","tenshi0001",125
"10483",2,"PERSIA","Bot",52
"10484",3,"FRANCE","runfatboyrun",47
"10485",4,"AZTECS","Bot",15
"10486",5,"ENGLAND","Bot",9
"10487",1,"FRANCE","spqrlatinguy",109
"10488",2,"ENGLAND","sireasygamer",95
"10489",3,"PERSIA","Bot",32
"10490",4,"AZTECS","Bot",22
"10491",5,"GREECE","Bot",13
"10492",6,"ROME","Bot",10
"10493",1,"RUSSIA","tenshi0001",104
"10494",2,"ENGLAND","sireasygamer",34
"10495",3,"FRANCE","Bot",27
"10496",4,"CHINA","jmangedespatatesnonstop",25
"10497",5,"EGYPT","Bot",4
"10498",1,"ENGLAND","Unknown Player",101
"10499",2,"PERSIA",".natureson",68
"10500",3,"ARABIA","spqrlatinguy",50
"10501",1,"PERSIA","jmangedespatatesnonstop",105
"10502",2,"RUSSIA","tenshi0001",50
"10503",3,"ENGLAND","sireasygamer",33
"10504",4,"EGYPT","Bot",7
"10505",1,"RUSSIA","kangareubender",110
"10506",2,"EGYPT","Bot",63
"10507",3,"ENGLAND","sireasygamer",58
"10508",4,"AZTECS","Unknown Player",6
"10509",5,"ROME","Unknown Player",0
"10510",1,"CHINA","darth.morgoth",102
